num__city_te_v6,num__district_te_v6,num__neighborhood_te_v6,num__metro_te_v6,num__metro_present_v6,num__location_te_mean_v6,num__district_to_city_ratio_v6,num__metro_to_district_ratio_v6,num__locmean_x_logarea_v6,num__locmean_x_rooms_v6
171730.5503435057,238952.0165613719,179330.22074184896,258853.2305432541,1.0,212216.50454749513,1.3914356885365728,1.083285398747357,889113.8846136854,636649.5136424854
172053.2543386296,245507.26476987623,179896.7978490805,235281.6284843742,1.0,208184.73636049015,1.426926016088309,0.9583489462275372,834265.6026762653,416369.4727209803
173673.43080244618,170711.2353721633,144781.72178770148,112477.50920402698,0.0,150410.97429158448,0.9829438768061458,0.6588758435152713,694164.7734111748,601643.8971663379
107130.4701757773,105749.56137774799,179545.8873685221,112477.50920402698,0.0,126225.8570315186,0.9871100276443233,1.0636215199151746,480499.23520099296,126225.8570315186
108615.38678747624,106696.62341855455,179429.6290971171,112868.03773967306,0.0,126902.41926070524,0.9823343319334821,1.0578407649870152,539144.3244336592,380707.2577821157
107130.4701757773,105749.56137774799,179545.8873685221,112477.50920402698,0.0,126225.8570315186,0.9871100276443233,1.0636215199151746,543284.3051091393,252451.7140630372
171730.5503435057,248181.06887805086,179330.22074184896,111273.01289317563,0.0,177628.71321414527,1.4451771591029035,0.44835415286007846,757174.3414026799,355257.42642829055
106792.75262469081,105326.10742599613,179330.22074184896,111273.01289317563,0.0,125680.52342142789,0.9862664350938188,1.0564618365897689,580030.7622095803,377041.5702642837
107436.10842519069,105578.46328353092,179858.45591844554,112788.20739951245,0.0,126415.30875666991,0.982709303511901,1.0682880190778254,438122.0742215036,126415.30875666991
108615.38678747624,106696.62341855455,179429.6290971171,112868.03773967306,0.0,126902.41926070524,0.9823343319334821,1.0578407649870152,471261.27936375374,253804.83852141048
173673.43080244618,204235.418703388,179545.8873685221,201373.77292025834,1.0,189707.12744865366,1.1759738824675499,0.9859884940512125,800470.6859964199,379414.2548973073
172665.963977089,181744.49366595477,169890.90809563737,176474.26330839266,1.0,175193.90726176847,1.052578571240698,0.9710019805704828,758718.0951935723,525581.7217853054
106792.75262469081,105326.10742599613,179330.22074184896,111273.01289317563,0.0,125680.52342142789,0.9862664350938188,1.0564618365897689,466723.68110659113,251361.04684285578
172053.2543386296,140977.9276048254,145183.28562404646,112160.15286003539,0.0,142593.65510688422,0.8193854172995639,0.7955866195851269,586184.5299758336,285187.31021376845
172093.94040834717,182729.63878761404,179858.45591844554,168812.49997015484,1.0,175873.63377114042,1.0618017017506165,0.9238375399266296,832972.431380377,527620.9013134213
173673.43080244618,85549.24393695677,89864.82146847447,112477.50920402698,0.0,115391.2513529761,0.4925868254066829,1.314769178855625,431294.3743977184,230782.5027059522
172665.963977089,166605.25376398195,145018.60363534623,147296.97329328087,1.0,157896.6986674245,0.9648992188473453,0.8841076134433438,635589.7429424156,473690.0960022735
172093.94040834717,166907.0205600163,145243.0661388476,149252.39875870055,1.0,158374.1064664779,0.9698599506932485,0.8942248100590727,663532.8261714771,475122.31939943373
172053.2543386296,152296.47105859042,153654.18006167412,112160.15286003539,0.0,147541.01457973238,0.8851705342228535,0.7364593025674867,601604.0114606984,295082.02915946476
172093.94040834717,203742.40310596552,179196.62928852177,188332.88646659118,1.0,185841.4648173564,1.1839022490933642,0.9243676504969646,711520.3253839024,371682.9296347128
172053.2543386296,185096.2595740925,168218.87545714664,164286.54613143305,1.0,172413.73387532547,1.0758079542553507,0.8875735604196957,694025.9151610015,517241.2016259764
173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375017,726362.759117121,338594.3948803309
172053.2543386296,179430.7063759363,134718.73510539441,163498.4906022132,1.0,162425.29660554338,1.0428788869156973,0.9112068603171312,667709.9066963263,324850.59321108676
172093.94040834717,182729.63878761404,139264.81708113124,168812.49997015484,1.0,165725.22406181184,1.0618017017506165,0.9238375399266296,747563.2024288588,497175.67218543554
173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375017,737578.5944213794,507891.59232049633
106792.75262469081,105326.10742599613,179330.22074184896,111273.01289317563,0.0,125680.52342142789,0.9862664350938188,1.0564618365897689,510318.6028883524,251361.04684285578
107436.10842519069,105578.46328353092,179858.45591844554,112788.20739951245,0.0,126415.30875666991,0.982709303511901,1.0682880190778254,429963.4171451987,252830.61751333982
173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375017,825098.5772763939,507891.59232049633
173673.43080244618,183006.9050261327,146866.91970466543,173641.53422741743,1.0,169297.19744016544,1.0537415203897804,0.9488250413375017,825357.2437857514,507891.59232049633
172093.94040834717,182729.63878761404,139264.81708113124,168812.49997015484,1.0,165725.22406181184,1.0618017017506165,0.9238375399266296,807689.9597853078,497175.67218543554
172093.94040834717,182729.63878761404,139264.81708113124,168812.49997015484,1.0,165725.22406181184,1.0618017017506165,0.9238375399266296,807689.9597853078,497175.67218543554
171730.5503435057,180394.90464564317,141240.39187180632,170904.2209669453,1.0,166067.51695697513,1.0504531912566288,0.9473894027201699,838617.0481141952,498202.5508709254
172093.94040834717,85811.28971031198,144369.5766544705,112788.20739951245,0.0,128765.75354316052,0.4986305125340206,1.314374924079999,487274.02976170165,257531.50708632104
