link,price,rooms,area_m2,land_area_sot,floor,has_document,address,temirli,qaz,su,isiq,avtodayanacaq,telefon,internet,pvc_pencere,balkon,kabel_tv,lift,kombi,metbex_mebeli,temirsiz,merkezi_qizdirici_sistem,kondisioner,esyali,hovuz,duzelme
https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-h-aslanov-qes-mehemmed-hadi-kucesi-12,152000,3,65,,3,Yes,"Bakı, Xətai, H.Aslanov qəs., metro Həzi Aslanov",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-440,95000,3,73,,4,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-suraxani-rayonu-yeni-gunesli-qes-yeni-gunesli-d-massivi-123,160000,3,69,,10,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-xalqlar-dostlugu-metrosu-qara-qarayev-prospekti-12,245000,3,105,,13,Yes,"Bakı, Nizami, metro Xalqlar dostluğu",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-m-huseynzade-kucesi-43,119000,3,65,,6,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yeni-yasamal-qesebesi-mehemmed-xiyabani-kucesi-65,169000,2,72,,13,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-avtovagzal-metrosu-3,200000,2,73,,12,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-27,256900,3,160,,11,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-baki-sumqayit-maqistral-yolu-6,95000,2,56.5,,4,Yes,Xırdalan,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-12,245000,4,125,,14,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-8-noyabr-prospekti-6,132000,3,80,,3,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-suraxani-rayonu-yeni-gunesli-qes-baki-seheri-suraxani-rayonu-6,125000,2,65,,1,Yes,"Bakı, Suraxanı, Yeni Günəşli qəs.",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nesimi-rayonu-genclik-metrosu-azadliq-prospekti-17,235000,3,85,,6,Yes,"Bakı, Nəsimi, metro Gənclik",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-63,15000,2,50,1,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-792,90000,2,79,,4,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-684,122000,2,65,,8,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-kohne-gunesli-qes-general-eliaga-sixlinski-kuc-14,172000,2,85,,5,Yes,"Bakı, Xətai, Köhnə Günəşli qəs., metro Həzi Aslanov",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-4,219000,3,105,,3,Yes,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-b-cobanzade-kucesi-2,180000,2,60,,11,Yes,"Bakı, Nizami, metro Qara Qarayev",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes
https://arenda.az/satilir-16-otaqli-heyet-evi-villa-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-babek-kuc,375000,16,800,6,4,No,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xetai-rayonu-ehmedli-metrosu-ehmedli-baki-eliaga-sixlinski-kucesi,540000,6,385,4,3,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-15,249000,4,186,,18,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-105,32000,2,68,,5,Yes,"Bakı, Abşeron, Saray",No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-13,259000,3,125,,7,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-7-otaqli-heyet-evi-villa-bineqedi-rayonu-xocaesen-metrosu-xocesen-qes-xocahesen,140000,7,440,6,2,No,"Bakı, Binəqədi, Xocəsən qəs., metro Xocaəsən",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-eliaga-vahid-kucesi-625,10000,2,50,,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-24,298000,3,170,,19,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-8,285000,4,150,,20,Yes,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-bineqedi-rayonu-avtovagzal-metrosu-bileceri-qes-ileceri-q,127000,3,70,,3,Yes,"Bakı, Binəqədi, Biləcəri qəs., metro Avtovağzal",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-eliaga-vahid-kucesi-624,10000,2,50,,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-st-sumqayit-rayonu-sumqayit-seheri-saray-mtk,31500,3,144,,14,Yes,"Sumqayıt, St.Sumqayıt",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-20-yanvar-metrosu-moskva-prospekti-3168-20,219990,3,115,,8,No,"Bakı, Yasamal, metro 20 Yanvar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-xetai-rayonu-nargile-dairesinin-yaxinliqi,167000,2,60,,2,Yes,"Bakı, Xətai",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-memar-ecemi-kucesi,56000,2,50,1.3,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-abseron-rayonu-masazir-eliaga-vahid-kucesi-71,15000,2,50,1,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-29,217000,4,164,,6,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abs-eron-rayon-masazir-qesebesi-151,65000,2,42,,1,No,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-672,85000,2,62,,11,No,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-6-otaqli-heyet-evi-villa-xirdalan-e-haciyev-kucesi,168000,6,180,1.5,2,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yasamal-rayonu-yeni-yasamal-qesebesi-esed-ehmedov-kucesi-31,208000,3,112,,8,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-asan-xidmetin-arxasinda-kristal-abseron-12,208000,2,73,,10,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-asan-xidmetin-arxasinda-kristal-abseron-8,165000,2,55,,4,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-asan-xidmetin-arxasinda-kristal-abseron-7,255000,3,83,,4,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No
https://arenda.az/satilir-5-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-insaatcilar-ms-a-3-deqiqelik-mesafede,295000,5,125,,2,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-asan-xidmetin-arxasinda-kristal-abseron-4,223000,3,70,,6,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-keistal-abseron-park-yasamal-2,223000,3,70,,6,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-9,35000,2,73,,7,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-2,80000,2,57,,11,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-hezi-aslanov-metrosu-ehmedli-xetai-rayonu-mehemmed-hadi-kucesi-ukrayna-dairesi-heyder-eliyev-parki,255000,3,100,,7,Yes,"Bakı, Xətai, Əhmədli, metro Həzi Aslanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nizami-rayonu-qara-qarayev-metrosu-aliaga-kurcayli,237000,3,92,,2,Yes,"Bakı, Nizami, metro Qara Qarayev",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-abseron-rayonu-mehemmedli-mehemmedli-qesebesi-48,63000,4,168,2.5,1,Yes,"Bakı, Abşeron, Məhəmmədli",No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-heyet-evi-villa-abseron-rayonu-masazir-z-yaqub-34,68000,3,65,1,1,Yes,"Bakı, Abşeron, Masazır",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-musteqillik-kucesi-13,123500,2,42.49,,6,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-29,24999,3,129.81,,13,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yasamal-qes-musteqillik-kucesi-asan-xidmetin-arxasi-kristal-abseron-park-yasamal-layihesi-2,250000,3,70,,14,Yes,"Bakı, Yasamal, Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2545,67000,2,44,,4,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes
https://arenda.az/satilir-3-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-1646,129500,3,114,,4,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2645,86000,2,60,,2,Yes,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-m-huseynzade-kucesi-51,145000,2,77,,5,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nesimi-rayonu-nizami-metrosu-semed-vurgun-kucesi-15,595000,3,105,,5,Yes,"Bakı, Nəsimi, metro Nizami",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-sefayet-mehdiyev-kuc-11,262000,2,90,,15,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-yasamal-rayonu-yasamal-qes-yasamal-rayonu-sefaet-mehdiyev-kucesi,274000,4,124,,15,Yes,"Bakı, Yasamal, Yasamal qəs.",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-bineqedi-rayonu-dernegul-metrosu-7-ci-mikrorayon-bineqedi-rayonu-dernegul-metrosunun-yani,63500,2,61,,11,Yes,"Bakı, Binəqədi, 7-ci mikrorayon, metro Dərnəgül",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-eliaga-sixlenski,166000,2,65,,7,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-baki-abbas-mirze-serifzade-kuc,220000,3,90,,4,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-elmler-akademiyasi-metrosu-sefayet-mehdiyev-kuc-13,285000,3,98,,16,Yes,"Bakı, Yasamal, metro Elmlər akademiyası",No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-yeni-tikili-nesimi-rayonu-memar-ecemi-metrosu-4-cu-mikrorayon-h-eliyev-kucesi,385000,4,195,,11,Yes,"Bakı, Nəsimi, 4-cü mikrorayon, metro Memar Əcəmi",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-h-eliyev-prospekti-683,108000,2,54,,3,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-4-otaqli-heyet-evi-villa-xirdalan-27-ci-meh-m-huseynzade-kuc,130000,4,100,1,1,Yes,Xırdalan,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-heyet-evi-villa-xirdalan-xirdalan-249,45000,2,45,0.5,1,Yes,Xırdalan,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Yes
https://arenda.az/satilir-2-otaqli-yeni-tikili-xirdalan-jasmin-park-6,12000,2,51.53,,3,Yes,Xırdalan,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xirdalan-jasmin-park,12000,3,94.67,,2,Yes,Xırdalan,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-lutfuzade-kucesinde-1,219000,3,103,,9,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-nerimanov-rayonu-neriman-nerimanov-metrosu-hesenoglu-kucesi-56,399000,3,120,,8,Yes,"Bakı, Nərimanov, metro Nəriman Nərimanov",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-jasmin-park-5,26000,3,129.8,,13,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-sabuncu-rayonu-neftciler-metrosu-bakixanov-qes-bakixanov-razin-qes-n-ismayilov-kuc-4,185000,3,75,,7,Yes,"Bakı, Sabunçu, Bakıxanov qəs., metro Neftçilər",Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No
https://arenda.az/satilir-3-otaqli-kohne-tikili-nizami-rayonu-xalqlar-dostlugu-metrosu-8-ci-kilometr-x-dostlugu-m-babek-pr-2,185000,3,80,,3,Yes,"Bakı, Nizami, 8-ci kilometr, metro Xalqlar dostluğu",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-abseron-rayon-masazir-qesebesi-qurtulus-93-yasayis-kompleksi-896,85000,2,53,,2,Yes,"Bakı, Abşeron, Masazır",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-sumqayit-bulvari-rayonu-beyaz-rezidens-16,33000,2,95,,3,Yes,"Sumqayıt, Sumqayıt Bulvarı",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-moskva-prospekti-14,299000,3,134,,4,Yes,"Bakı, Yasamal",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-sarayevo-16,152000,2,40,,3,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-saray-saray-jasmin-park-5,16000,2,56.06,,5,Yes,"Bakı, Abşeron, Saray",Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
https://arenda.az/satilir-5-otaqli-heyet-evi-villa-sabuncu-rayonu-azadliq-metrosu-pirsagi-qes-mehdabad-pirsagi-sosesi,205000,5,300,10,3,Yes,"Bakı, Sabunçu, Pirşağı qəs., metro Azadlıq",Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-abseron-rayonu-masazir-masazir-2791,78000,2,51,,1,No,"Bakı, Abşeron, Masazır",Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
https://arenda.az/satilir-4-otaqli-kohne-tikili-xetai-rayonu-ehmedli-metrosu-ehmedli-ehmedli-m-general-sixlinski-kucesi,180000,4,90,,7,Yes,"Bakı, Xətai, Əhmədli, metro Əhmədli",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yasamal-r-insaatcilar-jasmin-park-1,23000,2,61.05,,14,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-2-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yasamal-r-insaatcilar-jasmin-park,25000,2,84.58,,12,No,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
https://arenda.az/satilir-3-otaqli-yeni-tikili-yasamal-rayonu-insaatcilar-metrosu-yeni-yasamal-qes-yasamal-r-esed-ehmedov-bravo-ile-uzbeuz,25000,3,120,,15,Yes,"Bakı, Yasamal, Yeni Yasamal qəs., metro İnşaatçılar",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
