yes_no_binary__has_document,yes_no_binary__avtodayanacaq,yes_no_binary__balkon,yes_no_binary__duzelme,yes_no_binary__esyali,yes_no_binary__hovuz,yes_no_binary__internet,yes_no_binary__isiq,yes_no_binary__kabel_tv,yes_no_binary__kombi,yes_no_binary__kondisioner,yes_no_binary__lift,yes_no_binary__merkezi_qizdirici_sistem,yes_no_binary__metbex_mebeli,yes_no_binary__pvc_pencere,yes_no_binary__qaz,yes_no_binary__su,yes_no_binary__telefon,yes_no_binary__temirsiz,cat_ohe__cities_Bakı,cat_ohe__cities_Lənkəran,cat_ohe__cities_Qəbələ,cat_ohe__cities_Siyazən,cat_ohe__cities_Sumqayıt,cat_ohe__cities_Xırdalan,cat_freq__raion_freq,num__price,num__rooms,num__area_m2,num__land_area_sot,num__floor,num__log_area_m2_v3,cat_bin__area_q5_v3,num__log_land_area_sot_v3,num__log_floor_v3,cat_bin__rooms_q4_v3,num__area_per_room_v3,num__rooms_per_area_v3,num__area_x_rooms_v3,num__area_x_floor_v3,num__floor_over_log_area_v3,num__land_to_area_ratio_v3,num__land_x_area_v3,num__area_bin_x_rooms_bin_v3,num__amenity_count_v3,num__comfort_score_v3,num__utility_score_v3,num__comfort_x_rooms_v3,num__utility_per_area_v3,num__log_raion_freq_v3,num__raionfreq_x_logarea_v3
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,136000.0,3.0,97.0,0.0,6.0,4.584967478670572,3.0,0.0,1.9459101490553132,2.0,32.33332255555915,0.030927834732702737,291.0,582.0,1.3086240457076646,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7662377715713049
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,205000.0,3.0,70.0,0.0,3.0,4.2626798770413155,2.0,0.0,1.3862943611198906,2.0,23.333325555558147,0.04285714224489797,210.0,210.0,0.7037824520615463,0.0,0.0,22.0,13.0,5.0,6.0,15.0,0.08571428448979594,0.15608979232162795,0.7200994538661281
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,135000.0,2.0,60.0,0.0,1.0,4.110873864173311,1.0,0.0,0.6931471805599453,0.0,29.9999850000075,0.03333333277777779,120.0,60.0,0.24325722213417408,0.0,0.0,10.0,14.0,6.0,6.0,12.0,0.09999999833333337,0.15608979232162795,0.6944546881053646
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05253623188405797,260000.0,3.0,109.0,0.0,10.0,4.700480365792417,4.0,0.0,2.3978952727983707,2.0,36.33332122222626,0.02752293552731252,327.0,1090.0,2.1274416856057847,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.051202710574815916,0.24694552646373202
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,77500.0,2.0,54.0,0.0,1.0,4.007333185232471,0.0,0.0,0.6931471805599453,0.0,26.99998650000675,0.037037036351165994,108.0,54.0,0.24954245235776076,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.1545388032553791,0.6697037795972743
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,192000.0,4.0,100.0,0.0,1.0,4.61512051684126,3.0,0.0,0.6931471805599453,3.0,24.99999375000156,0.0399999996,400.0,100.0,0.21667901838572448,0.0,0.0,33.0,14.0,6.0,5.0,24.0,0.0499999995,0.13454989551345048,0.6646776831320292
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,250000.0,2.0,62.0,0.0,9.0,4.143134726391533,1.0,0.0,2.302585092994046,0.0,30.99998450000775,0.03225806399583768,124.0,558.0,2.1722677204781213,0.0,0.0,10.0,16.0,7.0,6.0,14.0,0.09677419198751304,0.054424708851389614,0.23173783456039596
1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,87000.0,2.0,50.0,0.0,7.0,3.9318256327243257,0.0,0.0,2.0794415416798357,0.0,24.99998750000625,0.03999999920000002,100.0,350.0,1.7803429942051554,0.0,0.0,0.0,12.0,4.0,5.0,8.0,0.09999999800000005,0.1285939517605991,0.5395575936211371
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,265000.0,4.0,110.0,0.0,4.0,4.709530201312334,4.0,0.0,1.6094379124341003,3.0,27.49999312500172,0.03636363603305785,440.0,440.0,0.8493414373994126,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.07333127308554963,0.3583338196650689
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,335000.0,4.0,147.0,0.0,17.0,4.997212273764115,4.0,0.0,2.8903717578961645,3.0,36.7499908125023,0.02721088416863344,588.0,2499.0,3.4018960305840364,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.8441848632762748
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,75000.0,2.0,55.0,0.0,1.0,4.02535169073515,1.0,0.0,0.6931471805599453,0.0,27.499986250006874,0.03636363570247935,110.0,55.0,0.24842543668325623,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.6727150244027492
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,149000.0,2.0,67.0,0.0,5.0,4.219507705176107,2.0,0.0,1.791759469228055,0.0,33.49998325000837,0.0298507458231232,134.0,335.0,1.1849720783527375,0.0,0.0,20.0,7.0,3.0,3.0,6.0,0.044776118734684796,0.056566954743494935,0.24556464679127255
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,218000.0,3.0,65.0,0.0,5.0,4.189654742026425,1.0,0.0,1.791759469228055,2.0,21.66665944444685,0.04615384544378699,195.0,325.0,1.1934154756069846,0.0,0.0,12.0,5.0,1.0,3.0,3.0,0.04615384544378699,0.15608979232162795,0.7077632331412395
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,336000.0,4.0,150.0,0.0,18.0,5.017279836814924,4.0,0.0,2.9444389791664403,3.0,37.49999062500234,0.02666666648888889,600.0,2700.0,3.5876006517161154,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.8475748999691879
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,124000.0,1.0,45.0,0.0,9.0,3.828641396489095,0.0,0.0,2.302585092994046,0.0,44.999955000045006,0.022222221728395074,45.0,405.0,2.3507026950997285,0.0,0.0,0.0,15.0,7.0,6.0,7.0,0.13333333037037046,0.15608979232162795,0.6467768301134205
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,270000.0,4.0,110.0,0.0,2.0,4.709530201312334,4.0,0.0,1.0986122886681098,3.0,27.49999312500172,0.03636363603305785,440.0,220.0,0.4246707186997063,0.0,0.0,43.0,10.0,3.0,5.0,12.0,0.04545454504132232,0.06424126228662334,0.31247562250555116
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,190000.0,3.0,70.0,0.0,1.0,4.2626798770413155,2.0,0.0,0.6931471805599453,2.0,23.333325555558147,0.04285714224489797,210.0,70.0,0.23459415068718212,0.0,0.0,22.0,12.0,4.0,5.0,12.0,0.07142857040816328,0.06424126228662334,0.2828272653924605
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,195000.0,3.0,80.0,0.0,7.0,4.394449154672439,3.0,0.0,2.0794415416798357,2.0,26.66665777778074,0.03749999953125001,240.0,560.0,1.5929182841127885,0.0,0.0,32.0,15.0,5.0,6.0,15.0,0.07499999906250002,0.13454989551345048,0.6328962097761937
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,17000.0,3.0,103.3,0.0,10.0,4.647271362006727,4.0,0.0,2.3978952727983707,2.0,34.43332185555938,0.02904162604993586,309.9,1033.0,2.1517998561379614,0.0,0.0,42.0,7.0,2.0,3.0,6.0,0.02904162604993586,0.13454989551345048,0.6693081037672731
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,85000.0,3.0,100.0,0.0,6.0,4.61512051684126,3.0,0.0,1.9459101490553132,2.0,33.333322222225924,0.029999999700000005,300.0,600.0,1.300074110314347,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7712769342003736
1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,18000.0,3.0,73.53,0.0,1.0,4.311201728893603,2.0,0.0,0.6931471805599453,2.0,24.509991830002722,0.040799673047740063,220.59,73.53,0.23195383350869075,0.0,0.0,22.0,9.0,3.0,3.0,9.0,0.040799673047740063,0.13454989551345048,0.6209067707373939
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,26000.0,2.0,85.0,0.0,2.0,4.454347296253507,3.0,0.0,1.0986122886681098,0.0,42.49997875001062,0.023529411487889278,170.0,170.0,0.4489994645641368,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.6415228442973802
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,159000.0,2.0,61.0,0.0,16.0,4.127134385045092,1.0,0.0,2.833213344056216,0.0,30.499984750007624,0.03278688470841173,122.0,976.0,3.8767809890552423,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.6972015967490123
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,135000.0,3.0,64.0,0.0,7.0,4.174387269895637,1.0,0.0,2.0794415416798357,2.0,21.333326222224592,0.04687499926757814,192.0,448.0,1.676892408519298,0.0,0.0,12.0,8.0,4.0,3.0,12.0,0.04687499926757814,0.13454989551345048,0.6012025144143173
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,12000.0,2.0,60.56,0.0,8.0,4.120012308970678,1.0,0.0,2.1972245773362196,0.0,30.27998486000757,0.03302509852996865,121.12,484.48,1.941741300345138,0.0,0.0,10.0,9.0,4.0,3.0,8.0,0.049537647794952976,0.1285939517605991,0.565382123921248
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,13000.0,3.0,91.0,0.0,3.0,4.5217885770490405,3.0,0.0,1.3862943611198906,2.0,30.33332322222559,0.03296703260475788,273.0,273.0,0.6634541366601642,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7556793410014021
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,136600.0,2.0,40.0,0.0,4.0,3.713572066704308,0.0,0.0,1.6094379124341003,0.0,19.999990000005,0.04999999875000003,80.0,160.0,1.0771297422053656,0.0,0.0,0.0,15.0,7.0,6.0,14.0,0.1499999962500001,0.15608979232162795,0.6273380348191607
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,165000.0,2.0,60.0,0.0,13.0,4.110873864173311,1.0,0.0,2.6390573296152584,0.0,29.9999850000075,0.03333333277777779,120.0,780.0,3.1623438877442633,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.6944546881053646
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,365000.0,4.0,135.0,0.0,15.0,4.912654885736052,4.0,0.0,2.772588722239781,3.0,33.74999156250211,0.029629629410150893,540.0,2025.0,3.0533382245543916,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.06424126228662334,0.3259528717211647
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,12000.0,2.0,59.39,0.0,6.0,4.10082352831981,1.0,0.0,1.9459101490553132,0.0,29.69498515250742,0.03367570241327324,118.78,356.34000000000003,1.463120394097506,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.6853278450860553
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,79000.0,2.0,83.0,0.0,5.0,4.430816798843313,3.0,0.0,1.791759469228055,0.0,41.49997925001037,0.02409638525185078,166.0,415.0,1.1284598525593343,0.0,0.0,30.0,10.0,3.0,5.0,6.0,0.06024096312962695,0.1545388032553791,0.7404761769806081
1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,83000.0,2.0,60.0,0.0,4.0,4.110873864173311,1.0,0.0,1.6094379124341003,0.0,29.9999850000075,0.03333333277777779,120.0,240.0,0.9730288885366963,0.0,0.0,10.0,14.0,6.0,5.0,12.0,0.08333333194444448,0.1545388032553791,0.6870074528441811
0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,65000.0,2.0,35.0,0.0,4.0,3.58351893845611,0.0,0.0,1.6094379124341003,0.0,17.499991250004374,0.057142855510204135,70.0,140.0,1.1162209416151099,0.0,0.0,0.0,12.0,5.0,5.0,10.0,0.14285713877551032,0.1545388032553791,0.5988761269430727
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,27700.0,2.0,50.9,0.0,7.0,3.949318790171843,0.0,0.0,2.0794415416798357,0.0,25.44998727500636,0.03929273007283438,101.8,356.3,1.7724571247484153,0.0,0.0,0.0,10.0,4.0,5.0,8.0,0.09823182518208595,0.06424126228662334,0.26203587081529667
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,410000.0,3.0,137.0,0.0,10.0,4.927253685157205,4.0,0.0,2.3978952727983707,2.0,45.66665144444951,0.02189781005914007,411.0,1370.0,2.0295277266920793,0.0,0.0,42.0,15.0,6.0,6.0,18.0,0.04379562011828014,0.054424708851389614,0.27559593755295053
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00022644927536231884,105000.0,4.0,120.0,0.0,5.0,4.795790545596741,4.0,0.0,1.791759469228055,3.0,29.999992500001873,0.03333333305555556,480.0,600.0,1.0425807611656417,0.0,0.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0002264236395952237,0.0010860032938398419
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,126000.0,3.0,86.0,0.0,7.0,4.465908118654584,3.0,0.0,2.0794415416798357,2.0,28.666657111114294,0.0348837205246079,258.0,602.0,1.5674300157072711,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.746340623090372
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,83000.0,2.0,70.0,0.0,9.0,4.2626798770413155,2.0,0.0,2.302585092994046,0.0,34.99998250000875,0.028571428163265314,140.0,630.0,2.111347356184639,0.0,0.0,20.0,10.0,4.0,5.0,8.0,0.07142857040816328,0.1285939517605991,0.5849601461700719
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,26000.0,2.0,98.0,0.0,4.0,4.59511985013459,3.0,0.0,1.6094379124341003,0.0,48.99997550001225,0.020408163057059562,196.0,392.0,0.870488531304425,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.7762589239584248
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,26000.0,2.0,62.4,0.0,1.0,4.14946386144318,1.0,0.0,0.6931471805599453,0.0,31.199984400007796,0.03205128153763972,124.8,62.4,0.2409949314891176,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.5976130017839363
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,35000.0,3.0,130.0,0.0,2.0,4.875197323201151,4.0,0.0,1.0986122886681098,2.0,43.3333188888937,0.023076922899408287,390.0,260.0,0.41023972101441825,0.0,0.0,42.0,12.0,4.0,6.0,12.0,0.046153845798816574,0.1285939517605991,0.6690148500588536
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,82000.0,3.0,75.0,0.0,6.0,4.330733340286331,2.0,0.0,1.9459101490553132,2.0,24.999991666669445,0.03999999946666667,225.0,450.0,1.3854463304722828,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7237502729011124
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,75500.0,1.0,53.0,0.0,3.0,3.9889840465642745,0.0,0.0,1.3862943611198906,0.0,52.999947000053005,0.01886792417230332,53.0,159.0,0.7520710067800103,0.0,0.0,0.0,9.0,3.0,5.0,3.0,0.0943396208615166,0.1545388032553791,0.6666372795209318
0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,116000.0,2.0,59.0,0.0,3.0,4.0943445622221,1.0,0.0,1.3862943611198906,0.0,29.499985250007374,0.03389830451019823,118.0,177.0,0.7327178310693998,0.0,0.0,10.0,10.0,4.0,5.0,8.0,0.08474576127549557,0.056566954743494935,0.2382804693141032
1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,130000.0,2.0,30.0,0.0,2.0,3.4339872044851463,0.0,0.0,1.0986122886681098,0.0,14.99999250000375,0.06666666444444451,60.0,60.0,0.5824131828373177,0.0,0.0,0.0,13.0,4.0,5.0,8.0,0.16666666111111128,0.15608979232162795,0.5801074398881158
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,279000.0,2.0,69.0,0.0,13.0,4.248495242049359,2.0,0.0,2.6390573296152584,0.0,34.49998275000862,0.028985506826297004,138.0,897.0,3.0599062019480927,0.0,0.0,20.0,18.0,8.0,6.0,16.0,0.086956520478891,0.15608979232162795,0.7177032270309832
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,115000.0,3.0,94.0,0.0,8.0,4.553876891600541,3.0,0.0,2.1972245773362196,2.0,31.33332288889237,0.03191489327750113,282.0,752.0,1.7567445132324921,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7610419261778077
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,140000.0,2.0,58.5,0.0,14.0,4.085976312551584,1.0,0.0,2.70805020110221,0.0,29.24998537500731,0.03418803360362336,117.0,819.0,3.426352847577945,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.056566954743494935,0.2377934584071008
1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,215000.0,2.0,55.0,0.0,17.0,4.02535169073515,1.0,0.0,2.8903717578961645,0.0,27.499986250006874,0.03636363570247935,110.0,935.0,4.223232423615356,0.0,0.0,10.0,16.0,6.0,6.0,12.0,0.10909090710743806,0.054424708851389614,0.22514987944102852
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,174900.0,2.0,50.0,0.0,2.0,3.9318256327243257,0.0,0.0,1.0986122886681098,0.0,24.99998750000625,0.03999999920000002,100.0,100.0,0.5086694269157587,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.5662683655825795
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,100000.0,3.0,73.0,0.0,4.0,4.30406509320417,2.0,0.0,1.6094379124341003,2.0,24.333325222224925,0.04109588984800151,219.0,292.0,0.9293537583718172,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7192934870436317
1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,25999.0,2.0,85.5,0.0,2.0,4.460144413937834,3.0,0.0,1.0986122886681098,0.0,42.749978625010684,0.023391812591908624,171.0,171.0,0.44841587311257924,0.0,0.0,30.0,10.0,5.0,4.0,10.0,0.04678362518381725,0.13454989551345048,0.6423577552682207
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,105000.0,3.0,83.0,0.0,5.0,4.430816798843313,3.0,0.0,1.791759469228055,2.0,27.666657444447516,0.03614457787777617,249.0,415.0,1.1284598525593343,0.0,0.0,32.0,13.0,5.0,4.0,15.0,0.04819277050370156,0.1545388032553791,0.7404761769806081
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,134500.0,2.0,71.0,0.0,16.0,4.276666119016055,2.0,0.0,2.833213344056216,0.0,35.49998225000887,0.028169013687760373,142.0,1136.0,3.7412310929827908,0.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.6159328921408993
