yes_no_binary__has_document,yes_no_binary__avtodayanacaq,yes_no_binary__balkon,yes_no_binary__duzelme,yes_no_binary__esyali,yes_no_binary__hovuz,yes_no_binary__internet,yes_no_binary__isiq,yes_no_binary__kabel_tv,yes_no_binary__kombi,yes_no_binary__kondisioner,yes_no_binary__lift,yes_no_binary__merkezi_qizdirici_sistem,yes_no_binary__metbex_mebeli,yes_no_binary__pvc_pencere,yes_no_binary__qaz,yes_no_binary__su,yes_no_binary__telefon,yes_no_binary__temirsiz,cat_ohe__cities_Bakı,cat_ohe__cities_Lənkəran,cat_ohe__cities_Qəbələ,cat_ohe__cities_Siyazən,cat_ohe__cities_Sumqayıt,cat_ohe__cities_Xırdalan,cat_freq__raion_freq,num__price,num__rooms,num__area_m2,num__land_area_sot,num__floor,num__log_area_m2_v3,cat_bin__area_q5_v3,num__log_land_area_sot_v3,num__log_floor_v3,cat_bin__rooms_q4_v3,num__area_per_room_v3,num__rooms_per_area_v3,num__area_x_rooms_v3,num__area_x_floor_v3,num__floor_over_log_area_v3,num__land_to_area_ratio_v3,num__land_x_area_v3,num__area_bin_x_rooms_bin_v3,num__amenity_count_v3,num__comfort_score_v3,num__utility_score_v3,num__comfort_x_rooms_v3,num__utility_per_area_v3,num__log_raion_freq_v3,num__raionfreq_x_logarea_v3
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,120000.0,1.0,47.0,0.0,8.0,3.871201010907891,0.0,0.0,2.1972245773362196,0.0,46.999953000047,0.021276595291987336,47.0,376.0,2.0665416006342188,0.0,0.0,0.0,13.0,5.0,6.0,5.0,0.12765957175192402,0.06424126228662334,0.2568527844646767
1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,124000.0,2.0,47.0,0.0,3.0,3.871201010907891,0.0,0.0,1.3862943611198906,1.0,23.499988250005874,0.04255319058397467,94.0,141.0,0.774953100237832,0.0,0.0,1.0,12.0,5.0,4.0,10.0,0.08510638116794934,0.06424126228662334,0.2568527844646767
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,130000.0,1.0,47.0,0.0,8.0,3.871201010907891,0.0,0.0,2.1972245773362196,0.0,46.999953000047,0.021276595291987336,47.0,376.0,2.0665416006342188,0.0,0.0,0.0,12.0,7.0,4.0,7.0,0.08510638116794934,0.06424126228662334,0.2568527844646767
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,168000.0,2.0,70.0,0.0,5.0,4.2626798770413155,2.0,0.0,1.791759469228055,1.0,34.99998250000875,0.028571428163265314,140.0,350.0,1.1729707534359106,0.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.056566954743494935,0.2480771576991889
1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.015172101449275362,175000.0,2.0,70.0,0.0,2.0,4.2626798770413155,2.0,0.0,1.0986122886681098,1.0,34.99998250000875,0.028571428163265314,140.0,140.0,0.46918830137436424,0.0,0.0,21.0,9.0,2.0,5.0,4.0,0.07142857040816328,0.015058156198508256,0.06467381154025546
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,108000.0,2.0,44.0,0.0,1.0,3.8066624897703196,0.0,0.0,0.6931471805599453,1.0,21.9999890000055,0.04545454442148763,88.0,44.0,0.26269724200400396,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.056566954743494935,0.22153810232585422
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,217000.0,3.0,80.0,0.0,8.0,4.394449154672439,3.0,0.0,2.1972245773362196,2.0,26.66665777778074,0.03749999953125001,240.0,640.0,1.820478038986044,0.0,0.0,32.0,15.0,6.0,6.0,18.0,0.07499999906250002,0.15608979232162795,0.7423593907123278
0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,128000.0,2.0,65.0,0.0,10.0,4.189654742026425,2.0,0.0,2.3978952727983707,1.0,32.49998375000812,0.030769230295857996,130.0,650.0,2.386830951213969,0.0,0.0,21.0,11.0,5.0,6.0,10.0,0.09230769088757398,0.1285939517605991,0.5749390338922132
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,280000.0,2.0,95.0,0.0,11.0,4.564348191467836,3.0,0.0,2.4849066497880004,1.0,47.49997625001187,0.02105263135734072,190.0,1045.0,2.409982132953886,0.0,0.0,31.0,16.0,8.0,6.0,16.0,0.06315789407202217,0.07333127308554963,0.3472873623942919
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,99000.0,3.0,71.0,0.0,5.0,4.276666119016055,2.0,0.0,1.791759469228055,2.0,23.666658777780405,0.04225352053164056,213.0,355.0,1.1691347165571222,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7147145823899114
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,85000.0,3.0,75.0,0.0,8.0,4.330733340286331,2.0,0.0,2.1972245773362196,2.0,24.999991666669445,0.03999999946666667,225.0,600.0,1.8472617739630437,0.0,0.0,22.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.6237197473781945
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,258000.0,3.0,100.0,0.0,2.0,4.61512051684126,4.0,0.0,1.0986122886681098,2.0,33.333322222225924,0.029999999700000005,300.0,200.0,0.43335803677144896,0.0,0.0,42.0,12.0,4.0,6.0,12.0,0.05999999940000001,0.054424708851389614,0.25813740209687297
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,253000.0,2.0,90.0,0.0,7.0,4.51085950651685,3.0,0.0,2.0794415416798357,1.0,44.99997750001125,0.022222221975308647,180.0,630.0,1.551810345251662,0.0,0.0,31.0,15.0,7.0,6.0,14.0,0.06666666592592593,0.054424708851389614,0.25230577402845605
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,132000.0,2.0,83.0,0.0,1.0,4.430816798843313,3.0,0.0,0.6931471805599453,1.0,41.49997925001037,0.02409638525185078,166.0,83.0,0.22569197051186687,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7404761769806081
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,115000.0,3.0,77.0,0.0,3.0,4.356708826689592,2.0,0.0,1.3862943611198906,2.0,25.66665811111396,0.03896103845505145,231.0,231.0,0.6885930253196422,0.0,0.0,22.0,12.0,5.0,6.0,15.0,0.0779220769101029,0.1285939517605991,0.5978635754016967
1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,380000.0,3.0,130.0,0.0,15.0,4.875197323201151,4.0,0.0,2.772588722239781,2.0,43.3333188888937,0.023076922899408287,390.0,1950.0,3.076797907608137,0.0,0.0,42.0,17.0,8.0,6.0,24.0,0.046153845798816574,0.13454989551345048,0.7021343970914702
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,152000.0,2.0,60.0,0.0,3.0,4.110873864173311,1.0,0.0,1.3862943611198906,1.0,29.9999850000075,0.03333333277777779,120.0,180.0,0.7297716664025223,0.0,0.0,11.0,6.0,2.0,3.0,4.0,0.049999999166666684,0.13454989551345048,0.592055203264091
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,108000.0,2.0,53.0,0.0,2.0,3.9889840465642745,0.0,0.0,1.0986122886681098,1.0,26.499986750006624,0.03773584834460664,106.0,106.0,0.5013806711866735,0.0,0.0,1.0,15.0,7.0,6.0,14.0,0.11320754503381991,0.1285939517605991,0.5474013433464562
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,98000.0,3.0,66.0,0.0,4.0,4.204692619390966,2.0,0.0,1.6094379124341003,2.0,21.99999266666911,0.04545454476584023,198.0,264.0,0.9513178276659751,0.0,0.0,22.0,13.0,6.0,6.0,18.0,0.09090908953168046,0.1285939517605991,0.5770026556501189
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,137000.0,3.0,70.0,0.0,9.0,4.2626798770413155,2.0,0.0,2.302585092994046,2.0,23.333325555558147,0.04285714224489797,210.0,630.0,2.111347356184639,0.0,0.0,22.0,14.0,6.0,5.0,18.0,0.07142857040816328,0.13454989551345048,0.6139185692477982
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,172000.0,3.0,85.0,0.0,5.0,4.454347296253507,3.0,0.0,1.791759469228055,2.0,28.333323888892036,0.03529411723183391,255.0,425.0,1.122498661410342,0.0,0.0,32.0,12.0,6.0,5.0,18.0,0.05882352871972319,0.13454989551345048,0.6415228442973802
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,190000.0,3.0,80.0,0.0,2.0,4.394449154672439,3.0,0.0,1.0986122886681098,2.0,26.66665777778074,0.03749999953125001,240.0,160.0,0.455119509746511,0.0,0.0,32.0,16.0,7.0,6.0,21.0,0.07499999906250002,0.13454989551345048,0.6328962097761937
1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,25000.0,2.0,96.0,0.0,12.0,4.574710978503383,3.0,0.0,2.5649493574615367,1.0,47.999976000012,0.020833333116319446,192.0,1152.0,2.623115959297136,0.0,0.0,31.0,9.0,4.0,3.0,8.0,0.03124999967447917,0.15608979232162795,0.7728112296113052
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.058197463768115944,159500.0,2.0,70.0,0.0,11.0,4.2626798770413155,2.0,0.0,2.4849066497880004,1.0,34.99998250000875,0.028571428163265314,140.0,770.0,2.580535657559003,0.0,0.0,21.0,6.0,2.0,3.0,4.0,0.04285714224489797,0.056566954743494935,0.2480771576991889
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,235000.0,2.0,100.0,0.0,5.0,4.61512051684126,4.0,0.0,1.791759469228055,1.0,49.9999750000125,0.0199999998,200.0,500.0,1.0833950919286224,0.0,0.0,41.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.6646776831320292
1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,185000.0,2.0,55.0,0.0,2.0,4.02535169073515,1.0,0.0,1.0986122886681098,1.0,27.499986250006874,0.03636363570247935,110.0,110.0,0.49685087336651246,0.0,0.0,11.0,6.0,1.0,3.0,2.0,0.05454545355371903,0.15608979232162795,0.6800073281903128
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,205000.0,2.0,67.0,0.0,7.0,4.219507705176107,2.0,0.0,2.0794415416798357,1.0,33.49998325000837,0.0298507458231232,134.0,469.0,1.6589609096938325,0.0,0.0,21.0,12.0,5.0,6.0,10.0,0.08955223746936959,0.15608979232162795,0.7128063288182463
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,215000.0,2.0,61.0,0.0,17.0,4.127134385045092,1.0,0.0,2.8903717578961645,1.0,30.499984750007624,0.03278688470841173,122.0,1037.0,4.119079800871195,0.0,0.0,11.0,16.0,7.0,6.0,14.0,0.09836065412523519,0.054424708851389614,0.23084288793164348
1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06634963768115942,225000.0,2.0,65.0,0.0,9.0,4.189654742026425,2.0,0.0,2.302585092994046,1.0,32.49998375000812,0.030769230295857996,130.0,585.0,2.148147856092572,0.0,0.0,21.0,15.0,7.0,6.0,14.0,0.09230769088757398,0.06424126228662334,0.2779820741426048
1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019927536231884056,48000.0,1.0,30.0,0.0,2.0,3.4339872044851463,0.0,0.0,1.0986122886681098,0.0,29.999970000030004,0.033333332222222255,30.0,60.0,0.5824131828373177,0.0,0.0,0.0,8.0,2.0,4.0,2.0,0.13333332888888902,0.01973158186259507,0.068430904437204
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,98000.0,3.0,85.0,0.0,1.0,4.454347296253507,3.0,0.0,0.6931471805599453,2.0,28.333323888892036,0.03529411723183391,255.0,85.0,0.2244997322820684,0.0,0.0,32.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7444085834771487
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07608695652173914,220000.0,2.0,55.0,0.0,12.0,4.02535169073515,1.0,0.0,2.5649493574615367,1.0,27.499986250006874,0.03636363570247935,110.0,660.0,2.9811052401990747,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.07333127308554963,0.30627675907767443
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,399000.0,3.0,116.0,0.0,16.0,4.762173934797756,4.0,0.0,2.833213344056216,2.0,38.666653777782074,0.025862068742568373,348.0,1856.0,3.3598093768219583,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.13454989551345048,0.6858565721311985
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,289900.0,3.0,125.0,0.0,10.0,4.836281906951478,4.0,0.0,2.3978952727983707,2.0,41.6666527777824,0.023999999808,375.0,1250.0,2.0677036873972785,0.0,0.0,42.0,1.0,0.0,0.0,0.0,0.0,0.15608979232162795,0.8169987098246836
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004528985507246377,120000.0,3.0,74.0,0.0,4.0,4.31748811353631,2.0,0.0,1.6094379124341003,2.0,24.666658444447183,0.040540539992695405,222.0,296.0,0.926464409014742,0.0,0.0,22.0,12.0,5.0,5.0,15.0,0.06756756665449234,0.00045279602313124436,0.001955384109391445
1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00022644927536231884,85000.0,2.0,53.0,0.0,3.0,3.9889840465642745,0.0,0.0,1.3862943611198906,1.0,26.499986750006624,0.03773584834460664,106.0,159.0,0.7520710067800103,0.0,0.0,1.0,9.0,3.0,5.0,6.0,0.0943396208615166,0.0002264236395952237,0.0009033025467763303
0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0009057971014492754,15000.0,3.0,80.0,0.0,3.0,4.394449154672439,3.0,0.0,1.3862943611198906,2.0,26.66665777778074,0.03749999953125001,240.0,240.0,0.6826792646197665,0.0,0.0,32.0,9.0,4.0,5.0,12.0,0.06249999921875001,0.0009053871148125711,0.003980479306768514
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,150000.0,2.0,110.0,0.0,4.0,4.709530201312334,4.0,0.0,1.6094379124341003,1.0,54.99997250001375,0.018181818016528926,220.0,440.0,0.8493414373994126,0.0,0.0,41.0,14.0,5.0,6.0,10.0,0.05454545404958678,0.1285939517605991,0.646280639038785
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,85500.0,2.0,80.0,0.0,8.0,4.394449154672439,3.0,0.0,2.1972245773362196,1.0,39.99998000001,0.024999999687500003,160.0,640.0,1.820478038986044,0.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.1545388032553791,0.7343984320987907
1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05253623188405797,122000.0,2.0,35.0,0.0,3.0,3.58351893845611,0.0,0.0,1.3862943611198906,1.0,17.499991250004374,0.057142855510204135,70.0,105.0,0.8371657062113325,0.0,0.0,1.0,11.0,4.0,3.0,8.0,0.0857142832653062,0.051202710574815916,0.18826458191164344
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019927536231884056,220000.0,3.0,80.0,0.0,8.0,4.394449154672439,3.0,0.0,2.1972245773362196,2.0,26.66665777778074,0.03749999953125001,240.0,640.0,1.820478038986044,0.0,0.0,32.0,15.0,6.0,6.0,18.0,0.07499999906250002,0.01973158186259507,0.0875705447489073
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,128000.0,2.0,68.0,0.0,10.0,4.23410650459726,2.0,0.0,2.3978952727983707,1.0,33.9999830000085,0.02941176427335641,136.0,680.0,2.3617728149656845,0.0,0.0,21.0,12.0,7.0,4.0,14.0,0.05882352854671282,0.1285939517605991,0.5810390719623957
1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,134000.0,2.0,65.0,0.0,2.0,4.189654742026425,2.0,0.0,1.0986122886681098,1.0,32.49998375000812,0.030769230295857996,130.0,130.0,0.4773661902427938,0.0,0.0,21.0,13.0,6.0,5.0,12.0,0.07692307573964499,0.1545388032553791,0.7001732788984378
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,190000.0,2.0,53.0,0.0,7.0,3.9889840465642745,0.0,0.0,2.0794415416798357,1.0,26.499986750006624,0.03773584834460664,106.0,371.0,1.7548323491533573,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.054424708851389614,0.22311572905375357
1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.16893115942028986,177000.0,2.0,65.0,0.0,11.0,4.189654742026425,2.0,0.0,2.4849066497880004,1.0,32.49998375000812,0.030769230295857996,130.0,715.0,2.625514046335366,0.0,0.0,21.0,10.0,4.0,4.0,8.0,0.06153846059171599,0.15608979232162795,0.7077632331412395
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05593297101449275,155000.0,2.0,50.5,0.0,6.0,3.9415818076696905,0.0,0.0,1.9459101490553132,1.0,25.24998737500631,0.03960395961180278,101.0,303.0,1.5222311169829943,0.0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,0.054424708851389614,0.22046438099964075
1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.019927536231884056,179000.0,2.0,103.0,0.0,10.0,4.6443908991413725,4.0,0.0,2.3978952727983707,1.0,51.49997425001287,0.01941747553963616,206.0,1030.0,2.153134407509569,0.0,0.0,41.0,16.0,7.0,6.0,14.0,0.05825242661890848,0.01973158186259507,0.09255126791767226
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,90000.0,1.0,44.0,0.0,12.0,3.8066624897703196,0.0,0.0,2.5649493574615367,0.0,43.999956000044,0.022727272210743815,44.0,528.0,3.1523669040480478,0.0,0.0,0.0,11.0,5.0,4.0,5.0,0.09090908884297526,0.1285939517605991,0.5223816731885901
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,87000.0,2.0,50.0,0.0,7.0,3.9318256327243257,0.0,0.0,2.0794415416798357,1.0,24.99998750000625,0.03999999920000002,100.0,350.0,1.7803429942051554,0.0,0.0,1.0,11.0,5.0,4.0,10.0,0.07999999840000004,0.1285939517605991,0.5395575936211371
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,109900.0,2.0,60.0,0.0,6.0,4.110873864173311,1.0,0.0,1.9459101490553132,1.0,29.9999850000075,0.03333333277777779,120.0,360.0,1.4595433328050447,0.0,0.0,11.0,11.0,5.0,4.0,10.0,0.06666666555555557,0.1285939517605991,0.5641280710346528
1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13722826086956522,148000.0,2.0,95.0,0.0,4.0,4.564348191467836,3.0,0.0,1.6094379124341003,1.0,47.49997625001187,0.02105263135734072,190.0,380.0,0.8763571392559585,0.0,0.0,31.0,11.0,5.0,4.0,10.0,0.04210526271468144,0.1285939517605991,0.6263575643182764
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,46000.0,1.0,54.0,0.0,6.0,4.007333185232471,1.0,0.0,1.9459101490553132,0.0,53.999946000054,0.018518518175582997,54.0,324.0,1.4972547141465646,0.0,0.0,10.0,11.0,5.0,4.0,5.0,0.07407407270233199,0.1545388032553791,0.6697037795972743
1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1671195652173913,31000.0,2.0,72.0,0.0,2.0,4.290459441148391,2.0,0.0,1.0986122886681098,1.0,35.999982000009,0.027777777391975313,144.0,144.0,0.46615043476887924,0.0,0.0,21.0,14.0,6.0,6.0,12.0,0.08333333217592595,0.1545388032553791,0.7170197163875708
0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.14402173913043478,180000.0,3.0,96.0,0.0,2.0,4.574710978503383,3.0,0.0,1.0986122886681098,2.0,31.999989333336888,0.03124999967447917,288.0,192.0,0.43718599321618934,0.0,0.0,32.0,11.0,6.0,4.0,18.0,0.04166666623263889,0.13454989551345048,0.6588578311431502
