house_id,num__city_te_v6,num__district_te_v6,num__neighborhood_te_v6,num__metro_te_v6,num__metro_present_v6,num__location_te_mean_v6,num__district_to_city_ratio_v6,num__metro_to_district_ratio_v6,num__locmean_x_logarea_v6,num__locmean_x_rooms_v6
4875,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,437290.82642401446,229750.2484652371
4877,171730.5503435057,183112.8469485307,179330.22074184896,177822.74950361016,1.0,177999.0918843739,1.0662799751191103,0.9711101785917916,768508.9634310418,355998.1837687478
4879,173673.43080244618,170711.2353721633,158410.04971513286,112477.50920402698,0.0,153818.05627344231,0.9829438768061458,0.6588758435152713,680621.3082203025,307636.11254688463
4880,172665.963977089,241265.3590697545,179429.6290971171,261998.72460051105,1.0,213839.9191861179,1.3972954108104978,1.0859359404500175,871940.2774831689,427679.8383722358
4881,171730.5503435057,238952.0165613719,179330.22074184896,171883.50234927825,1.0,190474.0724990012,1.3914356885365728,0.7193222506427887,783014.8864387964,380948.14499800233
4882,172665.963977089,181744.4936659548,179429.6290971171,176474.26330839266,1.0,177578.58751213836,1.052578571240698,0.9710019805704828,862998.6223405147,532735.7625364151
4884,172053.2543386296,185096.2595740925,179896.7978490805,179477.02021572186,1.0,179130.83299438114,1.0758079542553507,0.96964152937358,787181.3376279281,358261.6659887623
4885,171730.5503435057,180394.9046456432,179330.22074184896,170904.2209669453,1.0,175589.97417448575,1.0504531912566288,0.94738940272017,797757.0134858659,351179.94834897155
4886,171730.5503435057,183112.8469485307,164761.63783070544,161525.43091548787,1.0,170282.6165095574,1.0662799751191103,0.8821086756409138,744041.0130201511,510847.8495286722
4887,173673.43080244618,204235.418703388,179545.8873685221,185268.94514888455,1.0,185680.9205058102,1.17597388246755,0.9071342587107496,791498.3233906253,371361.8410116204
4888,172053.2543386296,140977.9276048254,144062.20078414105,112160.1528600354,0.0,142313.38389690788,0.8193854172995639,0.7955866195851269,600492.4199026881,426940.1516907236
4889,173673.43080244618,141421.89752661716,146000.0938826776,112477.50920402698,0.0,143393.232853942,0.8142978282421939,0.7953330507537713,589471.493238588,286786.465707884
4892,108615.38678747624,106696.62341855456,179429.6290971171,112868.03773967306,0.0,126902.41926070524,0.982334331933482,1.0578407649870152,531677.3226302393,253804.83852141048
4893,171730.5503435057,86316.20897561053,179330.22074184896,111273.01289317563,0.0,137162.4982385352,0.5026258216866659,1.2891322987010212,552127.2941899446,274324.9964770704
4895,171730.5503435057,86316.20897561053,90180.7247181823,111273.01289317563,0.0,114875.12423261856,0.5026258216866659,1.2891322987010212,472237.1458515338,229750.2484652371
4896,172665.963977089,181875.74281454345,179429.6290971171,200139.55914264944,1.0,183527.72375784972,1.0533387045383371,1.1004191985383611,806503.2505266397,550583.1712735492
4897,172665.963977089,181875.74281454345,179429.6290971171,202313.9609414164,1.0,184071.3242075415,1.0533387045383371,1.1123746235175582,771195.2963372098,552213.9726226245
